-122.322588,37.218827
-122.426191,37.407376
-122.495488,38.105319
-121.559077,37.773018
-122.186477,37.774228
-121.669834,38.058064
-122.689095,37.904225
-121.989571,37.658431
-122.516389,37.523640
-122.724997,37.904826
-122.718897,37.914025
-122.513889,37.525840
-121.987071,37.665731
-122.692895,37.918825
-121.669834,38.058064
-122.178377,37.783827
-121.577175,37.780396
-122.489688,38.105119
-122.405485,37.385241
-122.349155,37.212939
-122.494085,37.629835
-122.363881,37.717231
-121.996075,37.775394
-121.669834,38.058064
-121.888296,38.038247
-122.600494,38.184818
-122.271576,37.190218
-121.922428,37.941135
-121.888296,38.038247
-121.530660,37.520619
-121.530660,37.520619
-121.885369,38.026720
-121.932938,37.947808
-122.286147,37.199716
-122.582893,38.168518
-121.885369,38.026720
-121.669834,38.058064
-121.979270,37.779627
-122.377781,37.727230
-122.490585,37.649034
-122.514889,37.529040
-121.978271,37.678131
-122.699196,37.933825
-121.669834,38.058064
-122.197878,37.810427
-121.583125,37.771523
-122.718097,37.918425
-122.397985,37.358642
-122.349292,37.216409
-122.724997,37.904826
-122.383164,37.252914
-122.704596,37.896226
-121.903668,37.455738
-122.436483,37.694432
-121.818667,38.017921
-122.330981,37.930224
-122.516389,37.523640
-121.602763,37.978422
-122.120775,37.745928
-122.124075,37.750828
-121.602763,37.978422
-122.488588,37.509740
-122.317130,37.910975
-121.821067,38.000421
-122.441726,37.700608
-121.904368,37.456938
-122.700896,37.907025
-122.398034,37.244303
-122.718897,37.914025
-121.547918,37.533070
-121.892269,38.008721
-121.945770,37.951122
-122.295808,37.195307
-122.563392,38.130219
-121.857534,38.009725
-121.669834,38.058064
-121.942069,37.725629
-122.393181,37.721931
-122.478084,37.669633
-122.516789,37.531639
-122.001271,37.693330
-122.675295,37.924725
-121.669834,38.058064
-122.217378,37.832726
-121.576121,37.755318
-122.706296,37.908225
-122.394730,37.339475
-122.357288,37.231645
-122.510089,37.512940
-122.259678,37.409739
-122.516389,37.523640
-122.600494,38.184818
-122.318790,37.120861
-121.618816,37.107639
-122.775735,38.163370
-122.176875,37.494237
-122.487284,37.666534
-121.908169,37.489437
-121.906268,37.470138
-122.489157,37.657005
-122.176776,37.487229
-122.775735,38.163370
-121.589854,37.071346
-122.311907,37.130078
-122.582893,38.168518
-122.517389,37.536039
-122.262278,37.427438
-122.488588,37.509740
-122.126075,37.751328
-121.602763,37.978422
-122.467888,37.499740
-122.299726,37.851212
-121.757765,37.992621
-122.457019,37.699040
-121.906768,37.457038
-122.690495,37.911925
-122.405086,37.230546
-122.718897,37.914025
-121.557852,37.532033
-121.895669,37.990721
-121.956771,37.958922
-122.330493,37.186465
-122.553258,38.086802
-121.788666,37.996821
-121.669834,38.058064
-121.929569,37.718929
-122.390982,37.690532
-122.470947,37.712255
-122.517389,37.536039
-122.012872,37.694630
-122.649393,37.907325
-121.669834,38.058064
-122.221979,37.852526
-121.572840,37.742250
-122.692095,37.915725
-122.404685,37.306343
-122.366932,37.244847
-122.356167,37.996880
-121.877664,37.242043
-122.926284,38.274139
-122.521290,38.123119
-121.806020,37.068189
-122.002673,38.056419
-122.197076,37.313341
-122.561092,38.136296
-121.462851,37.441234
-123.019869,37.996708
-123.001109,37.996127
-121.488152,37.436434
-122.561092,38.136296
-122.192576,37.318741
-122.002973,38.041220
-121.792234,37.063932
-122.541191,38.121419
-122.923746,38.248099
-121.878865,37.268343
-122.338912,37.993920
-121.880955,37.414168
-122.490029,37.638049
-122.176776,37.487229
-122.782290,38.158312
-121.565052,37.019147
-122.330615,37.143497
-122.563392,38.130219
-122.511788,37.552539
-122.237277,37.440738
-122.476988,37.503040
-122.133576,37.750628
-121.620563,37.978222
-122.448740,37.486190
-122.276522,37.809807
-121.732465,38.003265
-122.470183,37.688833
-121.907768,37.458638
-122.695833,37.927622
-122.402807,37.206414
-122.718897,37.914025
-121.565574,37.547886
-121.888369,37.967922
-121.971471,37.967722
-122.330493,37.186465
-122.537288,38.032721
-121.747745,38.005121
-121.669834,38.058064
-121.910104,37.701642
-122.405583,37.635334
-122.475282,37.739231
-122.516389,37.539639
-122.028272,37.698630
-122.623491,37.887526
-121.661895,38.057530
-122.196078,37.868225
-121.645398,37.724039
-122.698855,37.933224
-122.405585,37.285143
-122.352726,37.253184
-121.815141,37.690362
-122.510089,37.512940
-121.891065,37.279542
-122.971555,37.992339
-122.318790,37.120861
-122.224979,38.056220
-122.517245,37.536964
-121.557712,37.714682
-122.395978,37.185829
-121.587961,37.892225
-121.614462,37.891524
-122.404808,37.210896
-121.568690,37.736864
-122.488588,37.509740
-122.269780,38.015921
-122.317691,37.126660
-122.995106,37.998305
-121.876865,37.295142
-122.517278,37.532219
-121.806065,37.693087
-122.987428,38.023859
-121.501752,37.428934
-122.561092,38.136296
-122.200976,37.332141
-121.983572,38.041020
-121.781562,37.057049
-122.551669,38.117788
-122.913352,38.248243
-121.854864,37.274342
-122.321088,37.987574
-121.843365,37.362940
-122.487086,37.613536
-122.179097,37.484662
-122.785019,38.147532
-121.550652,36.961949
-122.358006,37.161670
-122.553258,38.086802
-122.513562,37.567315
-122.219776,37.478037
-122.453074,37.492398
-122.139876,37.746528
-121.640863,37.969222
-122.425515,37.469688
-122.234048,37.775107
-121.708364,37.996121
-122.484884,37.664434
-121.909668,37.458038
-122.688595,37.931725
-122.394891,37.184249
-122.720097,37.918525
-121.579170,37.567044
-121.888469,37.957122
-121.983971,37.974722
-122.345981,37.198061
-122.517886,37.981423
-121.726164,38.000121
-121.661895,38.057530
-121.835067,37.700969
-122.428884,37.625035
-122.478982,37.770730
-122.514581,37.543822
-122.045373,37.694930
-122.599790,37.878326
-121.658447,38.055320
-122.173077,37.890625
-121.695849,37.719237
-122.713397,37.952524
-122.414186,37.255044
-122.336182,37.261843
-122.724997,37.904826
-122.556190,38.063921
-122.254077,37.459938
-122.707996,37.896126
-121.888296,38.038247
-122.248377,37.381740
-121.669834,38.058064
-122.395463,37.184822
-122.368682,37.913125
-122.724997,37.904826
-122.718897,37.914025
-122.378282,37.924824
-122.396976,37.191781
-121.669834,38.058064
-122.259478,37.360140
-121.885369,38.026720
-122.700296,37.907325
-122.249377,37.460737
-122.566591,38.074520
-122.718897,37.914025
-122.414791,37.233937
-121.590403,37.739389
-122.476988,37.503040
-122.199178,38.011721
-122.319675,37.138530
-122.987428,38.023859
-121.891861,37.323207
-122.513562,37.567315
-121.790165,37.699729
-122.987428,38.023859
-121.487351,37.404335
-122.561092,38.136296
-122.201276,37.341341
-121.960371,38.037037
-121.763661,37.050649
-122.563165,38.107104
-122.912713,38.232765
-121.834132,37.291542
-122.297080,37.994822
-121.821664,37.375839
-122.504887,37.591537
-122.177575,37.481737
-122.785019,38.147532
-121.522351,36.950550
-122.375829,37.180873
-122.506689,38.108619
-122.514064,37.584871
-122.167856,37.476317
-122.434086,37.470240
-122.148476,37.744728
-121.640863,37.969222
-122.402220,37.483054
-122.189277,37.731929
-121.696139,37.974775
-122.490029,37.638049
-121.911496,37.457477
-122.676995,37.925325
-121.636915,37.891141
-122.713097,37.918225
-121.603753,37.586316
-121.888469,37.957122
-121.998972,37.982221
-122.349155,37.212939
-122.504785,37.975523
-121.697264,37.990722
-121.658447,38.055320
-121.778620,37.700208
-122.392207,37.565444
-122.470631,37.789821
-122.511788,37.548239
-122.076950,37.690830
-122.577088,37.863227
-121.675491,38.030086
-122.129076,37.892124
-121.756764,37.702929
-122.731298,37.973924
-122.411815,37.229838
-122.322182,37.267843
-121.962370,37.538636
-121.817046,37.307585
-122.398482,37.790628
